Rank,State,Initials,Index,Grocery,Housing,Utilities,Transportation,Health,Misc.,mean_price,pizza_index_NY,diff
4,Alabama,AL,75.68728522336768,63.462878331621006,45.256314875828096,65.47860499994094,58.45607338127796,58.26100305853731,61.77226886786881,9.828181818181818,68.2148568063364,-7.472428417031281
37,Arizona,AZ,90.893470790378,79.25848183181587,94.17313210755658,78.39952291541196,79.1023074833788,74.33898985604799,77.77482552166364,9.85468085106383,68.3987797095746,-22.494691080803406
11,Arkansas,AR,77.83505154639174,61.987193112976925,52.09064016721578,65.19688596025081,61.45224430509795,54.83225280759555,66.40052077797851,7.9025,54.849199565561065,-22.985851980830674
47,California,CA,102.40549828178693,106.80435989182932,131.87787106907098,98.00663667174454,102.22954381738523,94.48754738371062,103.28527060379541,17.02509493670886,118.16676112700635,15.76126284521942
34,Colorado,CO,89.86254295532645,73.5730270072389,92.48739386639268,70.33056411709826,78.51392283983418,74.11343748892902,78.6683258346028,10.559166666666666,73.28843274229932,-16.574110213027126
49,Connecticut,CT,109.45017182130584,101.73976452805233,141.42015328113743,121.67398826182969,116.59640297115054,110.29643603641902,114.15163968304579,14.762702702702704,102.46408436160563,-6.986087459700215
36,Delaware,DE,90.72164948453607,82.07035816771175,82.07035816771175,73.49700641230027,89.31873737910509,81.83653948347326,83.31739115031706,8.8,61.07851391040019,-29.643135574135883
32,Florida,FL,88.31615120274914,79.97012316812507,82.3221856142464,76.85933090067428,74.88663336521769,73.82441161535644,75.26599827588242,15.022676056338026,104.2684918725543,15.952340669805167
5,Georgia,GA,76.1168384879725,61.86127938970961,49.436709533425436,59.04940305381372,58.72244068917466,61.86127938970961,62.18824175434867,9.590333333333332,66.56401226197437,-9.552826225998132
46,Hawaii,HI,101.8041237113402,145.00965387749318,172.38481772770749,147.63347149891948,94.89473730825095,102.67872958514896,112.2119336096645,12.712499999999999,88.23416000976843,-13.569963701571766
28,Idaho,ID,85.56701030927834,70.79126368370709,77.03971374924717,59.25000885676833,82.77358557409572,68.43890601197434,73.07011017819818,8.15,56.56703276929108,-28.999977539987263
17,Illinois,IL,79.55326460481099,67.31955810630483,56.04267781438575,63.35556382187267,72.30872332636599,67.2512133772629,64.58576894462747,9.743150684931507,67.62467780008116,-11.928586804729832
8,Indiana,IN,77.23367697594502,62.17178292651244,51.356414071633544,69.00603441149727,62.370838795007145,63.36611813748066,61.64096727719323,11.784153846153847,81.79075052438677,4.55707354844175
7,Iowa,IA,76.63230240549828,65.50613478820515,47.0722476116248,61.68768673019922,63.07022826844274,65.83531134492979,62.41187515499344,6.795625,47.166667737768556,-29.465634667729724
3,Kansas,KS,75.17182130584192,60.51202453915282,45.916808374960134,63.288990446499206,61.73905598658494,64.83892490641348,59.155831886727825,12.955294117647059,89.9193309065945,14.74750960075258
22,Kentucky,KY,81.52920962199313,65.48952834756321,54.142679585739415,74.31485516231503,73.7545169518546,55.33339828296784,74.73510882016036,13.38,92.86710410467664,11.33789448268351
