name,menus.name,state,ingredients,latitude,longitude,address,city,menus.amountMax
Original Giorgio's,Monte Carlo Pizza (white),Maryland,"['chicken', 'breast', 'portabella', 'mushroom', 'broccoli', 'olive', 'oil', 'basil', 'ricotta', 'mozzarella', 'cheese']",39.47173,-76.63863,14 Scott Adam Rd,Cockeysville,17.95
Original Giorgio's,Sicilian Pizza,Maryland,"['genoa', 'salami', 'spicy', 'capricolla', 'bacon', 'mozzarella', 'cheddar', 'rich', 'tomato', 'sauce']",39.47173,-76.63863,14 Scott Adam Rd,Cockeysville,17.95
Original Giorgio's,Two Slices of Cheese Pizza,Maryland,"['juice', '12', 'oz', 'soda']",39.47173,-76.63863,14 Scott Adam Rd,Cockeysville,4.95
Original Giorgio's,Veggie Lovers Pizza,Maryland,"['banana', 'pepper', 'onion', 'mushroom', 'olive', 'tomato']",39.47173,-76.63863,14 Scott Adam Rd,Cockeysville,16.95
Original Giorgio's,White Pizza,Maryland,"['garlic', 'sauce', 'spinach', 'ricotta', 'mozzarella']",39.47173,-76.63863,14 Scott Adam Rd,Cockeysville,15.95
Peter Piper Pizza,Pizza Mexicana,Arizona,"['mozzarella', 'cheddar', 'chorizo', 'onion', 'jalapeno']",33.31993,-111.97697,4940 E Ray Rd,Phoenix,15.99
Riccardo's Pizza,Chicken Parmigiana Pizza,New Jersey,"['fried', 'chicken', 'mozzarella', 'tomato', 'sauce']",40.90908,-74.09194,522 Saddle River Rd,Saddle Brook,16.95
Riccardo's Pizza,Grandma Pizza,New Jersey,"['mozzarella', 'plum', 'tomato', 'basil']",40.90908,-74.09194,522 Saddle River Rd,Saddle Brook,16.25
Riccardo's Pizza,Hawaiian Pizza,New Jersey,"['ham', 'pineapple']",40.90908,-74.09194,522 Saddle River Rd,Saddle Brook,16.95
Riccardo's Pizza,Large Pizza Cheese,New Jersey,"['pepperoni', 'sausage', 'liter', 'soda']",40.90908,-74.09194,522 Saddle River Rd,Saddle Brook,16.99
Riccardo's Pizza,Vegetarian Pizza,New Jersey,"['broccoli', 'spinach', 'pepper', 'mushroom']",40.90908,-74.09194,522 Saddle River Rd,Saddle Brook,16.95
Carluccio's,Pizza Steak,Pennsylvania,['sauce'],39.938407,-75.159763,932 S 10th St,Philadelphia,7.25
Prima Pizza,White Pizza,Maryland,"['greek', 'pizza']",39.309917,-76.44597,133 Back River Neck Rd,Essex,13.99
Greek's Pizzeria,Mexico City Grill Pizza,Indiana,"['shredded', 'chicken', 'chorizo', 'angus', 'ground', 'beef', 'stuff', 'flat', 'crisp', 'tortilla', 'melt', 'queso', 'cheese', 'pico', 'de', 'gallo']",39.64946776,-86.08348131,8028 S Emerson Ave,Indianapolis,7.99
Greek's Pizzeria,Mexico City Pizza,Indiana,"['chicken', 'chorizo', 'angus', 'ground', 'beef', 'stuff', 'flat', 'crisp', 'tortilla', 'melt', 'queso', 'cheese', 'pico', 'de', 'gallo']",39.64946776,-86.08348131,8028 S Emerson Ave,Indianapolis,5.99
The Spud Spot,Pizza,Louisiana,"['pepperoni', 'marinara', 'sauce', 'mozzarella', 'cheese', 'chive']",29.88751,-90.056046,1818 Manhattan Blvd,Harvey,6.49
Tavern At The Inn,Berlin Pizza,Ohio,"['corned', 'beef', '1000', 'island', 'sauerkraut', 'onion']",41.03949,-83.64813,200 E Main Cross St,Findlay,8.75
Tavern At The Inn,Pizza Bruschetta,Ohio,"['basil', 'pesto', 'tomato', 'onion', 'olive']",41.03949,-83.64813,200 E Main Cross St,Findlay,7.75
Tavern At The Inn,Shrimp Scampi Pizza,Ohio,"['tender', 'gulf', 'shrimp', 'creamy', 'garlic', 'sauce', 'onion']",41.03949,-83.64813,200 E Main Cross St,Findlay,12.5
California Pizza Kitchen,The Original Bbq Chicken Pizza,Florida,"['1985', 'legendary', 'bbq', 'sauce', 'gouda', 'onion', 'cilantro', 'transform', 'original', 'iconic']",26.64711379,-80.20931934,10300 Forest Hill Blvd,Wellington,14.29
Sluggers Sports Bar,Pizza Logs,Pennsylvania,"['pizza', 'log', 'pepperoni', 'mozzarella', 'cheese', 'marinara', 'sauce']",42.12574064,-80.08198836,14 E 10th St,Erie,4.99
Suraya's - Grill and Fried Chicken,Buffalo Pizza,New Jersey,"['crispy', 'bread', 'chicken', 'blue', 'cheese', 'buffalo', 'sauce']",40.5337146,-74.41911221,1665 Stelton Rd,Piscataway,7.99
Suraya's - Grill and Fried Chicken,Grilled Chicken Pizza,New Jersey,"['onion', 'pepper']",40.5337146,-74.41911221,1665 Stelton Rd,Piscataway,7.99
Atheneos Greek Village Cafe,Gyro Pita Pizza,Texas,"['mini', 'greek', 'salad']",32.81036,-96.62621,1425 Gross Rd,Mesquite,6.99
Midori Japanese Restaurant,Sushi Pizza,New Jersey,"['tuna', 'salmon', 'scallion', 'pancake', 'seaweed', 'spicy', 'kapayaki', 'sauce']",40.8708844,-74.51648712,3130 Route 10 W,Denville,10.95
Walnut Grille,Adult Cheese Pizza,Massachusetts,"['charge', 'apply']",42.320827,-71.205376,1203 Walnut St,Newton Highlands,9.0
Walnut Grille,Artichoke and Sweet Potato Pizza,Massachusetts,"['artichoke', 'heart', 'sweet', 'potato', 'olive', 'tapenade', 'basil', 'fire', 'pepper', 'mozzarella', 'herb', 'goat', 'cheese', 'baby', 'arugula']",42.320827,-71.205376,1203 Walnut St,Newton Highlands,12.5
Walnut Grille,Tuscan Fig and Oyster Mushroom Pizza,Massachusetts,"['organic', 'mission', 'fig', 'marinated', 'oyster', 'mushroom', 'caramelize', 'onion', 'fire', 'pepper', 'mozzarella', 'gorgonzola', 'cheese', 'basil']",42.320827,-71.205376,1203 Walnut St,Newton Highlands,12.5
Pirate's Cove,Pizza Bread,Ohio,"['garlic', 'butter', 'bun', 'pizza', 'sauce', 'pepperoni', 'provolone', 'cheese', 'bring', 'true', 'flavor']",40.40309,-82.44859,1401 Coshocton Ave,Mount Vernon,5.79
Antonio's Pizza,Deluxe Pizza,Illinois,"['cheese', 'pepperoni', 'mushroom', 'pepper', 'sausage']",39.684379,-89.706158,1001 Jason Pl,Chatham,12.99
Antonio's Pizza,Greek Pizza,Illinois,"['feta', 'cheese', 'olive', 'olive', 'pepper', 'onion']",39.684379,-89.706158,1001 Jason Pl,Chatham,16.99
Antonio's Pizza,Supreme Deluxe Pizza,Illinois,"['pepperoni', 'mushroom', 'onion', 'pepper', 'sausage', 'meatball', 'olive', 'cheese']",39.684379,-89.706158,1001 Jason Pl,Chatham,12.99
Antonio's Pizza,White Pizza,Illinois,"['mozzarella', 'ricotta', 'parmesan', 'cheese']",39.684379,-89.706158,1001 Jason Pl,Chatham,8.99
Broad Street Cafe,Broad Street Cheese Pizza,New Jersey,"['feature', 'pizza', 'sauce']",40.74180603,-74.16905811,562 Broad St,Newark,8.5
Broad Street Cafe,Pizza Bianca,New Jersey,"['mozzarella', 'ricotta', 'parmesan', 'cheese', 'artichoke', 'heart', 'garlic', 'herb']",40.74180603,-74.16905811,562 Broad St,Newark,10.0
Broad Street Cafe,Vegan Pizza,New Jersey,"['zucchini', 'tomato', 'artichoke', 'heart', 'eggplant']",40.74180603,-74.16905811,562 Broad St,Newark,8.5
Art Cafe,Margarita Flat Bread Pizza,Pennsylvania,"['flat', 'bread', 'season', 'garlic', 'olive', 'oil', 'mozzarella', 'parmesan', 'tomato', 'balsamic', 'glaze']",40.5813,-75.388214,3610 Route 378,Bethlehem,7.0
Austin's Pizza,Bacon Pizzaburger,Texas,"['hamburger', 'breakfast', 'bacon', 'onion', 'cheddar', 'cheese']",30.405542,-97.853065,7301 N Fm 620,Austin,14.49
Austin's Pizza,Dessert Pizza,Texas,"['stuff', 'natural', 'cinnamon', 'apple', 'fill', 'ice', 'powdered', 'sugar', 'real', 'butter', 'high', 'fructose', 'corn', 'syrup']",30.405542,-97.853065,7301 N Fm 620,Austin,7.99
Austin's Pizza,Las Pizzas Del Fuego,Texas,"['pepperoni', 'jalapeno', 'crush', 'pepper']",30.405542,-97.853065,7301 N Fm 620,Austin,13.99
Austin's Pizza,The White Pizza,Texas,"['alfredo', 'sauce', 'mozzarella', 'provolone', 'cheese']",30.405542,-97.853065,7301 N Fm 620,Austin,13.39
Sir Pizza,White Pizza,Tennessee,"['provolone', 'cheese', 'garlic', 'olive', 'oil', 'tomato', 'substitute']",36.25869691,-86.71407402,Madison St,Madison,10.0
Lineage - Permanently Closed,Wood Oven Pizza,Massachusetts,"['sausage', 'pickled', 'onion', 'broccoli', 'rabe', 'creamy', 'goat', 'cheese']",42.341129,-71.120988,242 Harvard St,Brookline,14.0
Copeland's Cheescake Bistro,Original Herb Cheese Pizza Points,Louisiana,"['8', 'pizza', 'point']",29.93543034,-90.07900715,2001 Saint Charles Ave,New Orleans,4.99
Uno Pizzeria & Grill,Chicken Verde Artisan Crust Pizza,Massachusetts,"['chicken', 'pepper', 'garlic', 'spinach', 'mozzarella', 'basil', 'pesto']",42.4856233,-71.2118857,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,12.49
Uno Pizzeria & Grill,Prosciutto Arugula Artisan Crust Pizza,Massachusetts,"['prosciutto', 'pepper', 'aged', 'cheddar', 'mozzarella', 'parmesan', 'arugula', 'balsamic', 'glaze']",42.4856233,-71.2118857,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,12.99
D. Vino Italian Food and Wine Bar - Monte Carlo,Caprese Pizza,Nevada,"['mozzarella', 'slices', 'tomatoes', 'zucchini', 'blossoms', 'basil', 'leaves', 'dried', 'oregano', 'balsamic', 'glaze']",36.104416,-115.17607,3770 Las Vegas Blvd S,Las Vegas,14.0
Little Italy Pizza,White Pizza,Tennessee,"['mozzarella', 'ricotta']",35.13593,-90.01149,1495 Union Ave,Memphis,8.95
Mexican Gardens,Homemade Mexican Pizza,Michigan,"['bbq', 'chicken', 'sante', 'fe']",42.1992749,-83.216983,15950 Eureka Rd,Southgate,9.99
Mexican Gardens,Vegetarian Mexican Pizza,Michigan,"['flour', 'tortilla', 'cheese', 'spinach', 'tomato', 'onion', 'pepper']",42.1992749,-83.216983,15950 Eureka Rd,Southgate,9.99
Taco Pronto,Taco Pizza,Kansas,"['ground', 'beef', 'melt', 'cheddar', 'cheese', 'sauce', 'fried', 'corn', 'shell', 'olive']",37.72265196,-97.43952,8385 W 21st St N,Wichita,1.99
Gran Morsi,Autumn Pizza (seasonal),New York,"['butternut', 'squash', 'brussels', 'sprout', 'bacon']",40.71432,-74.00777,22 Warren St,New York,14.0
Gran Morsi,Bronx Bomber Pizza,New York,"['mortadella', 'genoa', 'salami', 'soppressata', 'provolone', 'cheese']",40.71432,-74.00777,22 Warren St,New York,14.0
Gran Morsi,Bruha Pizza,New York,"['butternut', 'squash', 'ricotta', 'cheese', 'sage']",40.71432,-74.00777,22 Warren St,New York,14.0
Gran Morsi,Carne Pizza,New York,"['sausage', 'rabe', 'ricotta', 'cheese']",40.71432,-74.00777,22 Warren St,New York,14.0
Gran Morsi,Fennel Pizza (seasonal),New York,"['crispy', 'prosciutto', 'chip', 'ricotta', 'cheese', 'rosemary', 'artichoke']",40.71432,-74.00777,22 Warren St,New York,14.0
Gran Morsi,Formaggi Pizza,New York,"['ricotta', 'mozzarella', 'pecorino', 'cheese']",40.71432,-74.00777,22 Warren St,New York,14.0
Gran Morsi,Funghi Pizza,New York,"['wild', 'mushroom', 'portobello', 'mozzarella', 'cheese']",40.71432,-74.00777,22 Warren St,New York,14.0
Gran Morsi,Margherita Pizza,New York,"['mozzarella', 'cheese', 'marinara', 'basil']",40.71432,-74.00777,22 Warren St,New York,14.0
Gran Morsi,Pesto Pizza (seasonal),New York,"['artichoke', 'tomato', 'parmesan', 'cheese']",40.71432,-74.00777,22 Warren St,New York,14.0
Kennebunk House Of Pizza,Chicken Supreme Pizza,Maine,[],43.38404,-70.54453,5 York St,Kennebunk,18.6
Fazoli's,Pizza Slice,Indiana,"['cheese', 'pepperoni']",39.16349566,-86.497757,315 S College Mall Rd,Bloomington,4.0
Fazoli's,Whole Pizza,Indiana,"['cheese', 'pepperoni']",39.16349566,-86.497757,315 S College Mall Rd,Bloomington,11.0
The Italian Oven,Pizza Fries,Pennsylvania,"['pizza', 'dough', 'stuff', 'pepperoni', 'cheese', 'seasoning', 'deep', 'fry', 'golden', 'brown']",40.02406613,-79.59280639,623 Highland Ave,Connellsville,6.99
Oh' Brian's on the Green,The Reuben Pizza,New Jersey,"['mozzarella', 'corned', 'beef', 'russian']",40.633867,-74.309443,1300 Raritan Rd,Clark,13.0
Steinway Pizza,Caeser Sald Pizza,New York,"['chicken', 'roman', 'lettuce', 'grouton', 'caeser', 'salad', 'dressin']",40.7600589,-73.91814829,3151 Steinway St,Astoria,18.5
Steinway Pizza,Grandma Pizza (round or Square),New York,"['mozzarella', 'garlic', 'tomato', 'basil']",40.7600589,-73.91814829,3151 Steinway St,Astoria,17.0
Steinway Pizza,Hawaiian Pizza,New York,"['ham', 'cheese', 'pineapple']",40.7600589,-73.91814829,3151 Steinway St,Astoria,19.0
Steinway Pizza,Pizza Primavera,New York,"['zucchini', 'onion', 'tomato', 'mushroom']",40.7600589,-73.91814829,3151 Steinway St,Astoria,16.0
Steinway Pizza,Pizza Vodka Sauce,New York,"['vodka', 'sauce']",40.7600589,-73.91814829,3151 Steinway St,Astoria,16.0
Potbelly Sandwich Shop,Pizza Sandwich,Illinois,"['pepperoni', 'marinara', 'sauce', 'provolone', 'cheese', 'mushroom', 'seasoning']",41.7876304,-87.7417593,Midway Airport,Chicago,5.55
Hungry Howie's Pizza,Large Pepperoni Plus Pizza,Arizona,"['load', 'pepperoni', 'mozzarella', 'cheese']",33.32076,-111.80924,1909 E Ray Rd,Chandler,12.0
Hungry Howie's Pizza,Veggie Pizza,Arizona,"['mushroom', 'slivered', 'onion', 'pepper', 'olive', 'tomato', 'mozzarella', 'cheese']",33.32076,-111.80924,1909 E Ray Rd,Chandler,7.0
Pie In The Sky,Cheese Pizza,Vermont,"['garlic', 'charge', 'carrot', 'bacon', 'mushroom', 'onion', 'onion', 'pepper', 'tomato', 'broccoli', 'olive', 'pepperocini', 'pepper', 'ring', 'pineapple', 'pepperoni', 'sausage', 'ham', 'meatball', 'vermont', 'cheddar', 'ricotta', 'cheese', 'anchovy']",44.838036,-73.081566,267 Swanton Rd,Saint Albans,6.95
Mellow Mushroom Pizza Bakers,B.b.q. Chicken Pizza,Colorado,"['mozzarella', 'fontina', 'onion', 'cilantro']",39.748593,-104.996471,1201 16th St,Denver,12.95
Mellow Mushroom Pizza Bakers,Hawaiian Pizza,Colorado,"['bacon', 'ham', 'pineapple', 'onion', 'tomato', 'sauce', 'mozzarella']",39.748593,-104.996471,1201 16th St,Denver,12.95
Mellow Mushroom Pizza Bakers,Roasted Vegetable Pizza,Colorado,"['eggplant', 'yellow', 'pepper', 'onion', 'artichoke', 'kalamata', 'olive', 'tomato', 'mozzarella', 'goat', 'cheese', 'request']",39.748593,-104.996471,1201 16th St,Denver,12.95
Mellow Mushroom Pizza Bakers,Spicy Meat Pizza,Colorado,"['sausage', 'prosciutto', 'pepperoni', 'spicy', 'salami', 'caramelize', 'onion', 'tomato']",39.748593,-104.996471,1201 16th St,Denver,12.95
Mellow Mushroom Pizza Bakers,The Everything Pizza,Colorado,"['pepperoni', 'sausage', 'pepper', 'onion', 'mushroom', 'mozzarella', 'tomato', 'kalamata', 'olive', 'request']",39.748593,-104.996471,1201 16th St,Denver,12.95
Tavern On The Square,Mushroom Hunter Pizza,Washington,"['olive', 'oil', 'wild', 'mushroom', 'goat', 'cheese', 'fry', 'shallot']",47.762601,-122.208193,18607 Bothell Way N E,Bothell,11.0
Euro Pizzeria,Caprese Pizza,New York,"['tomato', 'mozzarella', 'basil']",41.02836,-73.76654,120 E Post Rd,White Plains,18.99
Euro Pizzeria,Pizza Marinara,New York,"['garlic', 'basil', 'sprinkle', 'parmigiana', 'reggiano']",41.02836,-73.76654,120 E Post Rd,White Plains,14.99
Euro Pizzeria,Pizza Primavera,New York,"['spinach', 'eggplant', 'tomato', 'mushroom']",41.02836,-73.76654,120 E Post Rd,White Plains,18.99
Euro Pizzeria,Pizza Rolls,New York,"['eggplant', 'parmigiana', 'chicken', 'parmigiana', 'pepperoni', 'roll']",41.02836,-73.76654,120 E Post Rd,White Plains,5.49
Euro Pizzeria,Sorrentino Pizza,New York,"['eggplant', 'ricotta', 'cheese', 'tomato', 'sauce', 'mozzarella', 'romano', 'cheese']",41.02836,-73.76654,120 E Post Rd,White Plains,18.99
Euro Pizzeria,Specialty Pizza Toppings,New York,"['grilled', 'chicken', 'goat', 'cheese', 'gorgonzola', 'broccoli', 'rabe']",41.02836,-73.76654,120 E Post Rd,White Plains,3.5
Euro Pizzeria,Spinach Pizza,New York,"['freshly', 'spinach', 'mozzarella', 'garlic']",41.02836,-73.76654,120 E Post Rd,White Plains,17.99
Euro Pizzeria,White Pizza,New York,"['ricotta', 'mozzarella', 'garlic']",41.02836,-73.76654,120 E Post Rd,White Plains,18.99
Abo's Pizza,Pizza By The Slice,Colorado,['order'],39.53555771,-105.0149,2220 Wildcat Reserve,Littleton,2.75
Rivertowne North Shore,Blast Furnace Pizza,Pennsylvania,"['sausage', 'pepperoni', 'capicola', 'pizza', 'sauce', 'pepper', 'onion']",40.44582032,-80.01054704,337 N Shore Dr,Pittsburgh,17.99
Rivertowne North Shore,Buffalo Chicken Pizza,Pennsylvania,"['chicken', 'breast', 'smother', 'fire', 'sauce', 'tomato', 'blue', 'cheese', 'crumble', 'pizza', 'cheese']",40.44582032,-80.01054704,337 N Shore Dr,Pittsburgh,17.99
Rivertowne North Shore,Jones Street Pizza,Pennsylvania,"['thinly', 'ribeye', 'onion', 'mushroom', 'pepper', 'banana', 'pepper']",40.44582032,-80.01054704,337 N Shore Dr,Pittsburgh,17.99
Rivertowne North Shore,Ohio River Pizza,Pennsylvania,"['pizza', 'chicken', 'spinach', 'garlic', 'mushroom', 'tomato', 'pizza', 'cheese']",40.44582032,-80.01054704,337 N Shore Dr,Pittsburgh,17.99
Rivertowne North Shore,Pierogi Pizza,Pennsylvania,"['sauerkraut', 'smash', 'potato', 'onion', 'mozzarella', 'cheddar', 'cheese', 'garlic', 'butter', 'sauce', 'pizza']",40.44582032,-80.01054704,337 N Shore Dr,Pittsburgh,17.99
Rivertowne North Shore,Reuben Pizza,Pennsylvania,"['thinly', 'corned', 'beef', 'sauerkraut', 'russian', 'pizza', 'cheese', 'finish', 'swiss', 'cheese']",40.44582032,-80.01054704,337 N Shore Dr,Pittsburgh,17.99
